	IUCN.binomial	PD.Ref	Marine.Ref	M.M.P	IUCN.Order	ORD	Order	IUCN.Family	FAM	Family	IUCN.Genus	IUCN.Species	Common.names	Listed	Red.List.status	B.species	Population.trend	Island	TrophicDetail	TrophicDetail.Reduced	TrophicD	TrophicP	DietBreadth	TerrestrialityD	TerrestrialityP	HabMode	HabitatBreadth	ActivCycle	BodyMass.g	logBodyMass	AdultForearmLen.mm	logAdultForearmLen	AdultHeadBodyLen.mm	logAdultHeadBodyLen	AllGeogRange	logAllGeogRange	Current.GR	HomeRange.km2	logHomeRange	HomeRange.Indiv.km2	logHomeRange.Indiv.km2	PopDen.n.km2	logPopDen	SocGrpSz	logSocGrpSz	social	PopGrpSz	logPopGrpSz	SMA.d	logSMA	AgeatFirstBirth.d	logAgeFirstBirth	IBI.d	logIBI	LitSz	logLitSz	LitPerYear	logLitPerYear	TeatNo	logTeatNo	GestLen.d	logGestLen	NeonateBodyMass.g	logNeonateBodyMass	NeonateHeadBodyLen.mm	logNeonateHeadBodyLen.mm	AgeEyeOpen.d	WeanAge.d	logWeanAge	WeanBodyMass.g	logWeanBodyMass	logWeaningHeadBodyLen.mm	DispersAge.d	logDispersAge.d	MaxLifepsan.m	logMaxLifespan.m	P	BasalMetRate.mLO2hr	logBasalMetRate	BMR.lO2.hr	kcal.day	BMR.watts	logBMR.watts	BasalMetRateMass.g	brain.mass.g	logbrain.mass.g	GR.Area.km2	GR.MaxLat.dd	GR.MinLat.dd	GR.MidRangeLat.dd	GR.MaxLong.dd	GR.MinLong.dd	GR.MidRangeLong.dd	HuPopDen.Min.n.km2	HuPopDen.Mean.n.km2	HuPopDen.5p.n.km2	HuPopDen.Change	Precip.Mean.mm	logMeanPrecip	Temp.Mean.01degC	AET.Mean.mm	logAET	PET.Mean.mm	logPET	Freshwater	Coastal	Oceanic	births.on.land	All.Habitat	threatened.by.fishing.bycatch.	threatened.by.direct.hunting	threatened.by.pollution.	threatened.by.invasives.	threatened.by.development.dams.human.intrusion.	threatened.by.climate.change	All.threats	MedianNPPgC.m.2r	logMedianNPP	MinNPPgC.m.2r	MaxNPPgC.m.2r	MeanNPPgC.m.2r	StdNPP	MedianNPPgC.m.2r.1	Min.HII	Max.HII	Mean.HII	StdHII	MedianHII	logLSPop	logNPP	logDHI_CV	logMinimumFpar	logTotalAnnualFpar	Velocity	logVelocity	logLights2006	logGlob	GPP	LSPop	NPP	DHI_CV	MinimumFpar	TotalAnnualFpar	Lights2006	Glob
4528	Talpa_stankovici	5680	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	TALPIDAE	TAL	Talpidae	Talpa	stankovici	BALKAN_MOLE_Balkan_Mole_Stankovic.s_Mole	0	LC	NA	unknown	B	NA	NA	car	3	1	T	1	NA	2	B	71.12	1.851991748	NA	NA	NA	NA	61619	4.789714646	NA	NA	NA	NA	NA	4999.99	3.698969136	NA	NA	N	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32002.56	42.46	39.24	40.85	22.73	19.22	20.97	30	72.82	31	0.00883	68.91	1.83828225	89.89	551.93	2.741884001	900.97	2.95471033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.4	1.758911892	50.2	1923	575.411	50.2	574	40	640	225.993	86.4231	220	1.532064646	3.960683764	-0.504485133	1.317659987	2.991735349	0.279284096	-0.553953795	0.605797861	1.301029996	10676.09171	34.04588646	5839.550289	0.312978761	20.78069113	981.149866	4.034575632	20
158	Amblysomus_hottentotus	365	NA	Placental	AFROSORICIDA	AFR	Afrosoricida	CHRYSOCHLORIDAE	CHR	Chrysochloridae	Amblysomus	hottentotus	Hottentot_Golden_Mole_Zulu_Golden_Mole	0	LC	NA	unknown	C	Ginsect	Insect	car	2	2	T	1	fos	2	B	62.6	1.796574333	NA	NA	121.49	2.084540532	358313	5.554262565	NA	0.00033	-3.475983159	0.000463	-3.334716457	1000	3	1	0	N	1	0	NA	NA	NA	NA	NA	NA	1.86	0.269512944	2	0.301029996	NA	NA	NA	NA	4.5	0.653212514	47	1.672097858	NA	NA	NA	NA	NA	NA	NA	NA	12	1.079181246	NA	84.7	1.92788341	0.0847	10.164	0.492436389	-0.307649862	70	NA	NA	256161.76	-26.13	-33.34	-29.74	30.97	24.74	27.85	2	42.92	3	0.1	55.31	1.742803658	146.14	798.1	2.902057311	1134.38	3.054758561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.15	1.881669908	66.6	2201.7	764.873	66.6	761.5	0	640	172.494	89.1783	160	1.923746139	4.031100324	-0.614912938	1.42989341	3.007613824	0.245705939	-0.609584346	0.318601367	1.477121255	14580.85367	83.89694353	9261.695842	0.24270966	26.90874295	1017.686056	2.082578436	30
160	Amblysomus_septentrionalis	368	NA	Placental	AFROSORICIDA	AFR	Afrosoricida	CHRYSOCHLORIDAE	CHR	Chrysochloridae	Amblysomus	septentrionalis	Highveld_Golden_Mole	0	NT	NA	unknown	C	Ginsect	Insect	car	3	NA	T	NA	fos	NA	NA	NA	NA	NA	NA	NA	NA	23088	4.363386314	NA	NA	NA	NA	NA	NA	NA	1	0	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32027.78	-26.21	-28.34	-27.28	30.13	27.37	28.75	7	21.93	9	0.1	56.76	1.754042387	147.36	799.49	2.902813036	1167.6	3.067294086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.71	1.896029912	84.3	1804.7	800.463	84.3	787.1	30	600	189.071	75.5675	180	1.559889676	3.934466637	-0.518440307	1.397671293	2.999106396	0.39544301	-0.402916097	0.402344076	1.477121255	12594.83537	36.29858339	7719.536182	0.303081685	24.98453624	997.9445161	2.525480831	30
716	Chlorotalpa_sclateri	374	NA	Placental	AFROSORICIDA	AFR	Afrosoricida	CHRYSOCHLORIDAE	CHR	Chrysochloridae	Chlorotalpa	sclateri	Sclater.s_Golden_Mole	0	LC	NA	unknown	C	Ginsect	Insect	car	3	1	T	NA	fos	NA	NA	38.3	1.583198774	NA	NA	100	2	416719	5.619843302	NA	NA	NA	NA	NA	NA	NA	1	0	N	1	0	NA	NA	NA	NA	NA	NA	2	0.301029996	NA	NA	4	0.602059991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	352293.84	-27.01	-32.28	-29.65	30.77	20.56	25.66	0	15.7	0	0.1	38.02	1.580012113	156.24	534.62	2.728045202	1105.83	3.043688368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.24	1.508395033	64	1819	392.353	64	322.4	0	600	130.268	89.8485	100	1.446327088	3.741339297	-0.594553798	1.25955413	2.846347285	0.267052627	-0.573403146	-0.350506163	1.477121255	8193.27294	27.94647835	5248.145175	0.254358469	18.17833616	702.0164434	0.446163293	30
737	Chrysochloris_stuhlmanni	362	NA	Placental	AFROSORICIDA	AFR	Afrosoricida	CHRYSOCHLORIDAE	CHR	Chrysochloridae	Chrysochloris	stuhlmanni	Stuhlmann.s_Golden_Mole	0	LC	NA	unknown	C	Ginsect	Insect	car	3	1	T	1	fos	1	N	55.76	1.746322765	NA	NA	129.14	2.111060782	124707	5.095890832	NA	NA	NA	NA	NA	1000	3	1	0	N	1	0	NA	NA	NA	NA	NA	NA	0.96	-0.017728767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.72	1.849542252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.957555667	-0.018835969	252891.64	6.9	-9.62	-1.35	35.94	10.63	23.28	1	63.8	2	0.16	112.83	2.052424588	219.2	1306.84	3.116222419	1554.08	3.191473371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	106.13	2.025838164	89.6	1875.2	1145.89	89.6	1061.3	0	480	177.376	54.2878	180	2.148355744	4.145707746	-0.76061026	1.622510519	3.148028133	0.455619059	-0.341398117	-1.263278194	1.477121255	20615.07043	140.7199732	10773.44429	0.173536063	41.92861521	1406.138609	0.054540838	30
739	Chrysospalax_trevelyani	376	NA	Placental	AFROSORICIDA	AFR	Afrosoricida	CHRYSOCHLORIDAE	CHR	Chrysochloridae	Chrysospalax	trevelyani	Giant_Golden_Mole	1	EN	B	unknown	C	NA	NA	car	3	2	T	1	fos	2	B	434.04	2.637529755	NA	NA	234.94	2.370956964	15227	4.182614348	NA	6.00E-04	-3.220024208	0.000615	-3.210874266	1000	3	1	0	Y	2	0.301029996	NA	NA	NA	NA	NA	NA	1.41	0.149219113	1	0	NA	NA	115	2.06069784	28	1.447158031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48	1.681241237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43844.11	-30.48	-33.56	-32.02	30.47	27	28.74	10	73.38	17	0.09	63.73	1.804343918	156.04	956.76	2.98080301	1171.87	3.068879436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.862034078	4.092499193	-0.643410813	1.447091716	3.015879375	0.22622906	-0.645451609	0.11142133	1.477121255	16684.64658	72.78369142	10692.3866	0.227294636	27.99572485	1037.240284	1.292472554	30
740	Chrysospalax_villosus	377	NA	Placental	AFROSORICIDA	AFR	Afrosoricida	CHRYSOCHLORIDAE	CHR	Chrysochloridae	Chrysospalax	villosus	Rough_haired_Golden_Mole	1	VU	B	unknown	C	NA	NA	car	3	1	T	1	fos	2	NA	108.35	2.034828916	NA	NA	150	2.176091259	142890	5.155001836	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.93	0.285557309	NA	NA	4	0.602059991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	170736.37	-24.52	-31.23	-27.87	32.17	28.5	30.33	7	66.58	8	0.11	69.15	1.839792184	165.81	952.11	2.978687127	1194.06	3.07702615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.892889148	4.004161578	-0.578149265	1.461023036	3.042163415	0.253624748	-0.595808371	0.77239642	1.477121255	14307.87529	78.14283228	8889.308539	0.264150073	28.90833215	1101.953871	5.921018524	30
1658	Hemicentetes_semispinosus	354	NA	Placental	AFROSORICIDA	AFR	Afrosoricida	TENRECIDAE	TEN	Tenrecidae	Hemicentetes	semispinosus	Lowland_Streaked_Tenrec	0	LC	NA	unknown	I	Ginsect	Insect	car	3	1	T	1	ter	2	B	134	2.127104798	NA	NA	175	2.243038049	87416	4.94159093	NA	NA	NA	NA	NA	NA	NA	2	0.301029996	Y	18	1.255272505	48.57	1.686368103	NA	NA	135	2.130333768	5.32	0.725911632	1.5	0.176091259	NA	NA	53.07	1.724849088	7.39	0.868644438	NA	NA	9	21.5	1.33243846	NA	NA	NA	NA	NA	32.4	1.51054501	NA	64.1	1.80685803	0.0641	7.692	0.372670278	-0.428675243	133	0.838333333	-0.076583266	97855.43	-13.42	-25.2	-19.31	50.38	46.51	48.44	6	39.57	8	0.18	175.17	2.24345973	198.99	1342.17	3.127807527	1595.51	3.202899531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	137.83	2.139343756	84.6	2077.6	1365.56	84.6	1378.3	40	400	165.194	47.1543	170	1.705525793	4.28441474	-0.961844679	1.709350098	3.206623661	0.34813278	-0.458255082	-1.687852613	1.477121255	28985.03485	50.76048849	15886.66135	0.109183075	51.20944839	1609.250531	0.020518584	30
2391	Microgale_longicaudata	389	NA	Placental	AFROSORICIDA	AFR	Afrosoricida	TENRECIDAE	TEN	Tenrecidae	Microgale	longicaudata	Lesser_Long_tailed_Shrew_Tenrec	0	LC	NA	decreasing	I	NA	NA	car	3	1	T	2	NA	2	N	8.08	0.907411361	NA	NA	NA	NA	89417	4.951420095	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78758.03	-12.36	-23	-17.68	50.43	46.71	48.57	8	38.53	11	0.17	178.07	2.250590759	198.87	1358.09	3.132928551	1590.94	3.201653801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	141.45	2.150602952	89.8	2031.1	1341.63	89.8	1414.5	40	460	153.985	44.2491	140	1.7619945	4.185885808	-0.678461662	1.470771315	3.063717361	0.165162844	-0.782087647	-0.825934401	1.477121255	21242.77333	57.80887264	10702.13675	0.209670986	29.56455283	1158.02347	0.149301991	30
2415	Micropotamogale_lamottei	401	NA	Placental	AFROSORICIDA	AFR	Afrosoricida	TENRECIDAE	TEN	Tenrecidae	Micropotamogale	lamottei	Nimba_Otter_Shrew_Pygmy_Otter_shrew	1	EN	B	decreasing	C	NA	NA	car	3	2	T	2	ter	3	N	69.59	1.842546836	NA	NA	160	2.204119983	44355	4.646942584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.86	0.586587305	NA	NA	8	0.903089987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	-0.096910013	57563.41	8.4	5.66	7.03	-7.09	-9.45	-8.27	4	31.46	10	0.07	189.05	2.276576682	241.32	1304.52	3.115450742	1470.22	3.167382326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.849053778	3.918720744	-1.098248397	1.817591668	3.284611659	0.615873346	-0.210508591	-0.750624364	1.477121255	23025.50347	70.64050226	8165.055264	0.07975384	65.70397847	1925.802113	0.17757247	30
2416	Micropotamogale_ruwenzorii	402	NA	Placental	AFROSORICIDA	AFR	Afrosoricida	TENRECIDAE	TEN	Tenrecidae	Micropotamogale	ruwenzorii	Rwenzori_Otter_Shrew_Ruwenzori_Otter_Shrew	0	NT	NA	unknown	C	Invert	Invert	car	3	2	T	1	ter	3	N	109.13	2.037944155	NA	NA	160	2.204119983	103839	5.016360497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.86	0.269512944	NA	NA	NA	NA	NA	NA	NA	NA	18.5	1.267171728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.133875	0.05456518	177049.48	2.19	-4.81	-1.3	30.74	28.09	29.41	3	106.86	3	0.15	112.06	2.049450618	202.63	1364.45	3.134957626	1557.32	3.192377861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	123.8	2.092720645	89.6	1745.9	1191.96	89.6	1238	0	520	183.444	51.5049	180	2.380525751	4.189308476	-0.991371907	1.76559947	3.239629034	0.222276816	-0.653105833	-0.83441094	1.477121255	24270.74646	240.1738671	12853.45109	0.102006558	58.29072672	1736.317067	0.146416176	30
2845	Neamblysomus_gunningi	403	NA	Placental	AFROSORICIDA	AFR	Afrosoricida	CHRYSOCHLORIDAE	CHR	Chrysochloridae	Neamblysomus	gunningi	Gunning.s_Golden_Mole	1	EN	B	unknown	C	NA	NA	car	3	1	T	1	fos	1	NA	28.13	1.449240686	NA	NA	123.77	2.092615391	26218	4.418599559	NA	NA	NA	NA	NA	NA	NA	1	0	N	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.66	-23.9	-24	-23.95	30.96	30.86	30.91	36	47.02	36	0.14	67.99	1.832445041	221	998.54	2.999365467	1289.53	3.11043145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.86330702	3.770407478	-0.626229877	1.474412104	3.036916574	0.334987803	-0.474971005	0.681753869	1.477121255	10849.99599	72.99733748	5407.340447	0.236466772	29.813441	1088.720934	4.805669157	30
2846	Neamblysomus_julianae	404	NA	Placental	AFROSORICIDA	AFR	Afrosoricida	CHRYSOCHLORIDAE	CHR	Chrysochloridae	Neamblysomus	julianae	Juliana.s_Golden_Mole	1	VU	B	unknown	C	NA	NA	car	3	1	T	1	fos	1	NA	21.99	1.342225229	NA	NA	100.84	2.003632837	58057	4.763854591	"3,720"	NA	NA	NA	NA	NA	NA	1	0	N	1	0	NA	NA	NA	NA	NA	NA	0.96	-0.017728767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13822.31	-24.05	-26.06	-25.06	31.91	27.95	29.93	3	141.28	3	0.13	52.63	1.72123337	189.78	765.87	2.884155058	1273.15	3.104879574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.829284049	3.974004238	-0.586061014	1.43688277	2.999908948	0.906072519	-0.042837041	0.74228794	1.477121255	12352.74095	67.49693448	6949.754003	0.259381493	27.34530489	999.7903674	5.524435916	30
3130	Oryzorictes_tetradactylus	406	NA	Placental	AFROSORICIDA	AFR	Afrosoricida	TENRECIDAE	TEN	Tenrecidae	Oryzorictes	tetradactylus	Four_toed_Mole_Tenrec_Four_toed_Rice_Tenrec	NA	DD	NA	unknown	I	NA	NA	NA	NA	NA	T	NA	NA	NA	N	35.99	1.556181847	NA	NA	107.5	2.031408464	12792	4.106938451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13130.86	-20.34	-22.84	-21.59	47.86	46.68	47.27	8	45.3	8	0.17	165.62	2.21911278	183.82	1323.38	3.121684567	1509.8	3.178919421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.727792622	4.195026372	-0.908714943	1.724675605	3.223972254	0.28678713	-0.542440342	-1.732327596	1.477121255	27313.09594	53.43091628	15460.09681	0.123391447	53.04880493	1674.83587	0.01852134	30
587	Cephalophus_harveyi	601	NA	Placental	CETARTIODACTYLA	ART	Artiodactyla	BOVIDAE	BOV	Bovidae	Cephalophus	harveyi	Harvey.s_Duiker_Harvey.s_Red_Duiker	0	LC	NA	decreasing	C	Frug.Browse	Frug.Herb	her	1	4	T	1	ter	1	D	12724.51	4.104641067	NA	NA	786.14	2.895499894	227643	5.3572543	NA	0.06	-1.22184875	0.09	-1.045757491	6.92	0.840106094	1	0	N	NA	NA	NA	NA	NA	NA	235	2.371067862	1	0	NA	NA	4	0.602059991	212.97	2.328318431	954.89	2.979953345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	180	2.255272505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1208751.28	-7.38	-31.13	-19.25	40.84	29.23	35.03	1	37.4	2	0.17	79.36	1.899601659	228.97	924.61	2.965958586	1494.49	3.174493013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.5	2158.5	746.96	31.5	713.1	0	640	135.774	66.7947	140	1.84522815	4.033996441	-0.556821635	1.425184563	3.036699983	0.56460029	-0.248258903	-0.667329848	1.477121255	14561.05685	70.02097442	8149.108488	0.277445934	26.61856032	1088.178104	0.215114731	30
591	Cephalophus_niger	460	NA	Placental	CETARTIODACTYLA	ART	Artiodactyla	BOVIDAE	BOV	Bovidae	Cephalophus	niger	Black_Duiker	0	LC	NA	decreasing	C	Frug.Browse	Frug.Herb	her	2	7	T	1	ter	1	N	19094.32	4.280904197	NA	NA	1041.8	3.017784353	643099	5.808277834	NA	0.001	-3	NA	NA	1.14	0.056904851	1	0	N	NA	NA	390	2.591064607	NA	NA	NA	NA	1	0	1	0	4	0.602059991	126	2.100370545	1940	3.28780173	NA	NA	NA	89.49	1.951774508	NA	NA	NA	NA	NA	122.04	2.086502199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	726891.4	9.29	4.29	6.79	6.75	-13.29	-3.26	3	100.88	8	0.1	154.49	2.188900373	259.8	1256.5	3.099162493	1574.35	3.197101288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73.21	1.864570407	1.5	1706.3	776.913	1.5	732.1	0	640	184.711	53.3044	180	2.045583294	3.977341894	-0.702478627	1.581228267	3.14127838	7.578928667	0.879607819	0.155586369	1.477121255	17726.18703	111.066553	6546.959461	0.198390729	38.12661657	1384.453521	1.430824502	30
598	Cephalophus_zebra	408	NA	Placental	CETARTIODACTYLA	ART	Artiodactyla	BOVIDAE	BOV	Bovidae	Cephalophus	zebra	Zebra_Duiker_Banded_Duiker_Zebra_Antelope	1	VU	NA	decreasing	C	Frug.Browse	Frug.Herb	her	2	3	T	1	ter	1	NA	15654.75	4.194646137	NA	NA	874.99	2.94200309	129252	5.111437272	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	NA	NA	NA	241	2.382017043	1	0	1.5	0.176091259	4	0.602059991	223.89	2.350034696	1704.99	3.231721836	NA	NA	NA	13.64	1.13481437	NA	NA	NA	NA	NA	146.04	2.164471824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	171546.51	8.55	4.35	6.45	-5.5	-11.79	-8.64	3	37.94	5	0.03	214.55	2.331528519	247.86	1342.39	3.127878708	1540.94	3.187785729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.41	1.8831502	1.5	1258.5	778.787	1.5	764.1	20	470	173.565	50.6335	170	1.583311684	3.997192602	-1.055000435	1.797523929	3.267053146	0.945266316	-0.024445818	-1.053961126	1.477121255	21337.48349	38.30995874	7607.793956	0.088104799	62.73702617	1849.494933	0.088315895	30
727	Choeropsis_liberiensis	546	NA	Placental	CETARTIODACTYLA	ART	Artiodactyla	HIPPOPOTAMIDAE	HIP	Hippopotamidae	Choeropsis	liberiensis	Pygmy_Hippopotamus	1	EN	NA	decreasing	C	Graze.Browse	Herb	her	1	4	T	1	ter	2	B	235001.16	5.371070006	NA	NA	1600	3.204119983	35902	4.555118643	"7,474"	0.72	-0.142667504	NA	NA	NA	NA	1	0	N	NA	NA	1510.3	3.179063222	NA	NA	870	2.939519253	1	0	1	0	NA	NA	200	2.301029996	5730	3.758154622	NA	NA	NA	211.71	2.325741372	NA	NA	NA	NA	NA	525.6	2.720655357	NA	NA	NA	NA	NA	NA	NA	NA	260	2.414973348	35806.59	12.29	4.27	8.28	7.33	-15.59	-4.13	3	86.62	5	0.11	213.58	2.329560582	251.56	1315.05	3.118942266	1605.32	3.205561616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82.36	1.915716338	1.5	1258.5	819.974	125.561	823.6	30	350	167.266	51.7751	170	1.820142866	3.995452045	-0.866329562	1.705781318	3.214333621	0.900167823	-0.045676515	-0.264509058	1.477121255	21283.43346	66.09108257	7643.654113	0.136041195	50.79036319	1638.07439	0.543864788	30
1069	Damaliscus_pygargus	494	NA	Placental	CETARTIODACTYLA	ART	Artiodactyla	BOVIDAE	BOV	Bovidae	Damaliscus	pygargus	Blesbok/bontebok_Bontebok	0	LC	NA	stable	C	Graze	Graze	her	1	NA	T	NA	ter	NA	D	77784.55	4.890893344	NA	NA	NA	NA	1394785	6.144507268	NA	0.25	-0.602059991	NA	NA	24.56	1.390228362	15	1.176091259	Y	NA	NA	620.76	2.792923724	1003.75	3.001625558	365	2.562292864	1.41	0.149219113	1	0	2	0.301029996	240.54	2.381187307	6873.81	3.837197524	NA	NA	NA	121.66	2.085147812	21189.56	4.326121939	NA	NA	NA	260.04	2.415040157	-0.415552292	NA	NA	NA	NA	NA	NA	NA	NA	NA	370656.19	-24.59	-34.41	-29.5	30.66	19.82	25.24	2	39.93	3	0.1	49.54	1.694956002	156.83	674.58	2.829033461	1180.21	3.07195929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.01	1.57989787	64	2201.7	454.995	64	380.1	0	640	128.765	89.1714	110	1.677549069	3.865047134	-0.57344342	1.286172626	2.868994651	0.654064399	-0.184379489	0.527618396	1.477121255	9104.191618	47.59365617	5644.285647	0.267027863	19.327364	739.5961649	3.369910724	30
2897	Neotragus_pygmaeus	440	NA	Placental	CETARTIODACTYLA	ART	Artiodactyla	BOVIDAE	BOV	Bovidae	Neotragus	pygmaeus	Royal_Antelope	0	LC	NA	decreasing	C	Browse.Frug	Browse	her	1	4	T	NA	ter	NA	B	3913.68	3.592585313	NA	NA	499.99	2.698961318	422015	5.625327888	NA	1.00E-04	-4	NA	NA	NA	NA	1	0	N	NA	NA	365	2.562292864	NA	NA	NA	NA	1	0	NA	NA	4	0.602059991	180	2.255272505	300	2.477121255	NA	NA	NA	60	1.77815125	NA	NA	NA	NA	NA	168	2.225309282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	426515.09	9.27	4.35	6.81	0.13	-13.32	-6.59	3	74.42	8	0.07	176.5	2.24674471	256.17	1310.62	3.117476791	1560.33	3.193216459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72.44	1.859978442	8.1	1574.8	774.626	8.1	724.4	0	600	180.747	46.1537	180	1.894246311	3.977595721	-0.797080314	1.661236165	3.188297558	12.15423736	1.084727713	-0.219165124	1.477121255	19894.3276	78.3874092	7064.011713	0.159558405	45.8391087	1542.757115	0.603719044	30
3123	Oryx_dammah	476	NA	Placental	CETARTIODACTYLA	ART	Artiodactyla	BOVIDAE	BOV	Bovidae	Oryx	dammah	Scimitar_horned_Oryx	1	EW	NA	NA	C	Graze.Browse	Herb	her	1	5	T	1	ter	1	D	199798.95	5.300593202	NA	NA	1910	3.281033367	172693	5.237274734	NA	NA	NA	NA	NA	NA	NA	40	1.62324929	Y	30	1.477121255	639	2.805500858	1001.31	3.000568553	NA	NA	1	0	NA	NA	4	0.602059991	248	2.394451681	9706.02	3.987041182	NA	NA	NA	105	2.021189299	NA	NA	NA	NA	NA	245.04	2.389236984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	214297.23	18.51	13.98	16.24	21.38	9.17	15.28	0	1.79	0	0.07	15.15	1.180412633	281.02	224.55	2.351313059	1591.57	3.201825744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.181044355	4.02810772	-0.457252941	0.97176032	2.5695177	1.873496095	0.272652792	-0.45685128	1.477121255	2688.584887	15.17205312	429.9274465	0.348937029	9.370447251	371.1228548	0.349259896	30
